links_link,links_title_name,links_title_url,links_title_category,links_title_tags_name,links_title_tags_url,links_title_location,links_title_date
https://nepalmonitor.org/reports/district/dang?page=1,Man accused of sexual abuse arrested in Dang,https://nepalmonitor.org/reports/view/33864,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Lamahi, Ward 4",16-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,Teacher arrested on charge of sexually abusing two minor girls in Dang,https://nepalmonitor.org/reports/view/33794,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 11",8-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,Teacher arrested on charge of sexually abusing two minor girls in Dang,https://nepalmonitor.org/reports/view/33794,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Tulsipur, Ward 11",8-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,Youth in Dang beaten to death on charge of teasing girls at a wedding,https://nepalmonitor.org/reports/view/33715,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Ghorahi, Ward 10",2-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,11-year-old girl raped in West Dang,https://nepalmonitor.org/reports/view/33728,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Babai",2-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,11-year-old girl raped in West Dang,https://nepalmonitor.org/reports/view/33728,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Babai",2-Mar-21
https://nepalmonitor.org/reports/district/dang?page=1,Man arrested on charge of sexually abusing his daughter in Dang,https://nepalmonitor.org/reports/view/33688,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang",25-Feb-21
https://nepalmonitor.org/reports/district/dang?page=1,Man arrested on charge of sexually abusing his daughter in Dang,https://nepalmonitor.org/reports/view/33688,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang",25-Feb-21
https://nepalmonitor.org/reports/district/dang?page=1,Inscription of Rapti Bridge inaugurated by PM Oli vandalized,https://nepalmonitor.org/reports/view/33571,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",21-Feb-21
https://nepalmonitor.org/reports/district/dang?page=1,Man arrested on the charge of beating his wife in Dang,https://nepalmonitor.org/reports/view/33625,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 6",20-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on charge of rape from Dang,https://nepalmonitor.org/reports/view/33635,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 12",18-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,"Protest in Dang demanding resignation of Home Minister ""Badal""",https://nepalmonitor.org/reports/view/33473,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Tulsipur",14-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Demonstration staged in Ghorahi demanding action against Bhagarathi's murderer,https://nepalmonitor.org/reports/view/33435,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Ghorahi",12-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Strike called by Netra Bikram Chand group shuts educational institutes in five districts including Dang,https://nepalmonitor.org/reports/view/33343,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",8-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Complaint against teacher on charge of beating students in Dang,https://nepalmonitor.org/reports/view/33477,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Rajpur",5-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Complaint against teacher on charge of beating students in Dang,https://nepalmonitor.org/reports/view/33477,Interpersonal Violence /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Rajpur",5-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on charge of rape in Dang,https://nepalmonitor.org/reports/view/33382,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 14",4-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on charge of rape in Dang,https://nepalmonitor.org/reports/view/33382,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Ghorahi, Ward 14",4-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Prachanda-Madhav cadres stage sit-in in Dang,https://nepalmonitor.org/reports/view/33255,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",4-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Executive members padlock Rajpur Rural Municipality,https://nepalmonitor.org/reports/view/33179,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Rajpur, Ward 3",1-Feb-21
https://nepalmonitor.org/reports/district/dang?page=2,Students stage protest demanding temporary corona hospital to be moved,https://nepalmonitor.org/reports/view/33117,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang",28-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Man beats his brother-in-law to death in Dang,https://nepalmonitor.org/reports/view/33130,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Ghorahi, Ward 16",25-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Nepal Cannabis Legalization Campaign staged silent protest in Tulsipur High Court,https://nepalmonitor.org/reports/view/33066,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Tulsipur",24-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Prachanda-Nepal faction of NCP stages torch rally in Deukhuri before the arrival of the Prime Minister,https://nepalmonitor.org/reports/view/33072,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang, Rapti",24-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on charge of raping teen,https://nepalmonitor.org/reports/view/33169,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Lamahi, Ward 7",24-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on charge of raping teen,https://nepalmonitor.org/reports/view/33169,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Lamahi, Ward 7",24-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Woman in Dang beats her sister-in-law to death,https://nepalmonitor.org/reports/view/33061,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Tulsipur, Ward 6",23-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Youth arrested on charge of attempt-to-rape,https://nepalmonitor.org/reports/view/33096,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 6",22-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Rape accused arrested in Dang,https://nepalmonitor.org/reports/view/33034,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur",21-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Rape accused arrested in Dang,https://nepalmonitor.org/reports/view/33034,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Tulsipur",21-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Three arrested for murdering man in Dang,https://nepalmonitor.org/reports/view/33037,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Rapti, Ward 6",21-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Black balloons relased in air at Dang against the dissolution of parliament,https://nepalmonitor.org/reports/view/33018,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",21-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Ward chairperson files complaint at police against death threat,https://nepalmonitor.org/reports/view/33075,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Rajpur, Ward 7",20-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Youth arrested on charge of attempt-to-rape,https://nepalmonitor.org/reports/view/32949,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Dangisharan, Ward 7",16-Jan-21
https://nepalmonitor.org/reports/district/dang?page=2,Man arrested on the charge of rape attempt in Dang,https://nepalmonitor.org/reports/view/32984,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Dangisharan, Ward 7",16-Jan-21
https://nepalmonitor.org/reports/district/dang?page=3,Demonstration held in Dang against the dissolution of Parliament,https://nepalmonitor.org/reports/view/32788,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",9-Jan-21
https://nepalmonitor.org/reports/district/dang?page=3,Rape accused arrested in Dang,https://nepalmonitor.org/reports/view/33006,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Lamahi, Ward 3",4-Jan-21
https://nepalmonitor.org/reports/district/dang?page=3,Rape accused arrested in Dang,https://nepalmonitor.org/reports/view/33006,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Lamahi, Ward 3",4-Jan-21
https://nepalmonitor.org/reports/district/dang?page=3,Supporters of Prime Minister KP Oli stage protest in Dang,https://nepalmonitor.org/reports/view/32674,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang, Tulsipur",31-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Nepali Congress stages demonstration in Dang against the dissolution of the House of Representatives,https://nepalmonitor.org/reports/view/32623,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang, Tulsipur",28-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Auto driver robbed and attacked with Khukuri in Tulsipur,https://nepalmonitor.org/reports/view/32594,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Tulsipur",26-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Man arrested on the charge of rape in Dang,https://nepalmonitor.org/reports/view/32596,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 7",25-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Headmaster in Dang arrested on the charge of assaulting a female teacher,https://nepalmonitor.org/reports/view/32538,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Rajpur, Ward 7",24-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Parchanda-Madhav faction of NCP stage torch rally in Dang against PM Oli,https://nepalmonitor.org/reports/view/32550,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang, Ghorahi",24-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Man arrested on the charge of raping a 17-year-old in Dang,https://nepalmonitor.org/reports/view/32566,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur",24-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Principal arrested on charge of assaulting female teacher,https://nepalmonitor.org/reports/view/32541,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Rajpur, Ward 7",20-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Demonstration held in Dang against dissolution of House of Representatives,https://nepalmonitor.org/reports/view/32470,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",20-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Man arrested on charge of murdering wife in Dang,https://nepalmonitor.org/reports/view/32442,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 3",19-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Congress stages anti-governmental demonstration in Dang,https://nepalmonitor.org/reports/view/32390,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang",14-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Police constable arrested on the charge of his wife's murder in Tulsipur,https://nepalmonitor.org/reports/view/32311,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 18",8-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Students stage a rally against the decision to relocate the Rapti Technical School,https://nepalmonitor.org/reports/view/32275,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Rapti",7-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Youth accused of sexual abuse arrested in Dang,https://nepalmonitor.org/reports/view/32279,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 11",5-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Youth accused of sexual abuse arrested in Dang,https://nepalmonitor.org/reports/view/32279,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Tulsipur, Ward 11",5-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Rally in Dang demanding a Hindu State and restoration of monarchy,https://nepalmonitor.org/reports/view/32232,Political /,Political,https://nepalmonitor.org/reports/tag/6,"Province 5, Dang, Ghorahi",3-Dec-20
https://nepalmonitor.org/reports/district/dang?page=3,Woman in Dang beaten by her brother-in-law in witchcraft allegations,https://nepalmonitor.org/reports/view/32243,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Gadhawa, Ward 5",30-Nov-20
https://nepalmonitor.org/reports/district/dang?page=3,Woman in Dang beaten by her brother-in-law in witchcraft allegations,https://nepalmonitor.org/reports/view/32243,GBV /,Human Rights,https://nepalmonitor.org/reports/tag/15,"Province 5, Dang, Gadhawa, Ward 5",30-Nov-20
https://nepalmonitor.org/reports/district/dang?page=3,Police arrests rape accused youth from Dang,https://nepalmonitor.org/reports/view/32015,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Banglachuli, Ward 3",12-Nov-20
https://nepalmonitor.org/reports/district/dang?page=3,Police arrests rape accused youth from Dang,https://nepalmonitor.org/reports/view/32015,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Banglachuli, Ward 3",12-Nov-20
https://nepalmonitor.org/reports/district/dang?page=3,Police arrests man accused of raping a woman in Ghorahi,https://nepalmonitor.org/reports/view/32017,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 8",7-Nov-20
https://nepalmonitor.org/reports/district/dang?page=3,Temple vandalized by unidentified group in Dang,https://nepalmonitor.org/reports/view/31945,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Tulsipur",5-Nov-20
https://nepalmonitor.org/reports/district/dang?page=4,A minor raped in Dang,https://nepalmonitor.org/reports/view/31944,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 17",3-Nov-20
https://nepalmonitor.org/reports/district/dang?page=4,A minor raped in Dang,https://nepalmonitor.org/reports/view/31944,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Tulsipur, Ward 17",3-Nov-20
https://nepalmonitor.org/reports/district/dang?page=4,Arrested on the charge of assaulting woman for alleged witchcraft,https://nepalmonitor.org/reports/view/31949,Human Rights /,Human Rights,https://nepalmonitor.org/reports/tag/15,"Province 5, Dang, Tulsipur, Ward 5",3-Nov-20
https://nepalmonitor.org/reports/district/dang?page=4,Man arrested for sexually abusing a minor in Dang,https://nepalmonitor.org/reports/view/31878,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang",30-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Man arrested for sexually abusing a minor in Dang,https://nepalmonitor.org/reports/view/31878,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang",30-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Six arrested on charge of beating 18-year-old boy,https://nepalmonitor.org/reports/view/31862,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Ghorahi, Ward 10",29-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Man's leg chopped off in an attack in Dang,https://nepalmonitor.org/reports/view/31807,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Tulsipur, Ward 12",27-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Police arrests youth from Dang on the charge of father's murder,https://nepalmonitor.org/reports/view/31785,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Banglachuli, Ward 2",23-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Man arrested for sexually abusing woman in Dang,https://nepalmonitor.org/reports/view/31745,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 1",16-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Rape accused arrested from Dang,https://nepalmonitor.org/reports/view/31738,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Rajpur, Ward 2",16-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Youth beaten to death for trying to steal chickens in Dang,https://nepalmonitor.org/reports/view/31714,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Lamahi",15-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Silent demonstration of adolescent girls in Tulsipur for not arresting the perpetrators of gang rape yet,https://nepalmonitor.org/reports/view/31655,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Tulsipur",13-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Teacher arrested for harassing female colleague in Dang,https://nepalmonitor.org/reports/view/31585,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi",8-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Girl gang-raped by two youths in Tulsipur,https://nepalmonitor.org/reports/view/31656,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 7",8-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Girl gang-raped by two youths in Tulsipur,https://nepalmonitor.org/reports/view/31656,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Tulsipur, Ward 7",8-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Youths arrested on charge of gang rape in Dang,https://nepalmonitor.org/reports/view/31705,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 7",8-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Demonstration in Dang demanding death penalty for rapists,https://nepalmonitor.org/reports/view/31567,Governance /,Governance,https://nepalmonitor.org/reports/tag/18,"Province 5, Dang, Tulsipur",7-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Teacher arrested on the charge of sexually assaulting colleague,https://nepalmonitor.org/reports/view/31581,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi",7-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Two youths arrested on charge of gang-rape in Dang,https://nepalmonitor.org/reports/view/31759,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 8",6-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Teenager seriously injured in Khukuri attack in Tulsipur,https://nepalmonitor.org/reports/view/31509,Interpersonal Violence /,Interpersonal Violence,https://nepalmonitor.org/reports/tag/16,"Province 5, Dang, Tulsipur, Ward 6",4-Oct-20
https://nepalmonitor.org/reports/district/dang?page=4,Rape accused arrested from Dang,https://nepalmonitor.org/reports/view/31544,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 4",29-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Youth arrested for assaulting women accusing them witch arrested,https://nepalmonitor.org/reports/view/31552,Human Rights /,Human Rights,https://nepalmonitor.org/reports/tag/15,"Province 5, Dang, Lamahi",29-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Hotel owner arrested on charge of human trafficking,https://nepalmonitor.org/reports/view/31352,Human Trafficking /,Human Trafficking,https://nepalmonitor.org/reports/tag/1,"Province 5, Dang, Ghorahi, Ward 14",19-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Hotel owner arrested on charge of human trafficking,https://nepalmonitor.org/reports/view/31352,Human Trafficking /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 14",19-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Hotel owner arrested on charge of human trafficking,https://nepalmonitor.org/reports/view/31352,Human Trafficking /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Ghorahi, Ward 14",19-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Rape accused arrested from Dang,https://nepalmonitor.org/reports/view/31344,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Ghorahi, Ward 17",18-Sep-20
https://nepalmonitor.org/reports/district/dang?page=4,Rape accused arrested from Dang,https://nepalmonitor.org/reports/view/31344,GBV /,Children’s Rights,https://nepalmonitor.org/reports/tag/10,"Province 5, Dang, Ghorahi, Ward 17",18-Sep-20
https://nepalmonitor.org/reports/district/dang?page=5,Man arrested on charge of rape in Tulsipur,https://nepalmonitor.org/reports/view/31262,GBV /,GBV,https://nepalmonitor.org/reports/tag/3,"Province 5, Dang, Tulsipur, Ward 4",16-Sep-20
